169,213,101
60,128,157
32,77,108
74,5,242
130,175,76
57,167,20
17,139,12
164,224,164
117,162,37
215,156,75
61,25,200
34,188,243
117,47,5
101,247,110
84,119,30
54,116,183
117,174,90
105,227,55
192,156,46
233,186,97
82,123,82
153,45,24
49,187,192
188,254,150
255,15,45
91,194,115
116,178,202
205,11,203
76,20,112
135,69,155
165,7,203
30,109,229
1,142,150
220,169,156
131,55,122
249,128,6
182,90,230
45,34,204
243,65,57
223,103,132
246,113,222
178,140,246
16,225,119
92,246,9
136,40,11
27,214,45
158,34,190
186,166,208
23,160,154
11,155,127
227,108,179
99,94,252
159,92,79
91,164,166
35,39,139
182,14,211
217,89,130
77,82,249
185,30,35
217,30,186
212,82,11
231,122,157
228,133,74
167,40,75
117,97,215
27,23,96
251,134,79
156,231,186
190,229,219
255,61,157
62,247,93
86,169,115
149,152,239
57,230,46
204,23,140
184,223,197
26,195,103
194,84,220
154,142,70
173,109,92
253,21,206
236,73,30
146,99,195
44,203,134
17,180,234
151,152,231
10,240,174
229,172,147
177,141,163
48,3,75
150,228,26
105,43,122
34,81,46
48,170,69
126,42,28
170,131,145
209,22,80
161,215,240
78,42,212
216,247,8
65,169,231
217,63,193
92,144,102
79,178,162
236,12,26
145,220,165
135,135,113
173,217,182
243,183,62
114,114,27
213,130,61
234,109,101
172,187,106
66,40,204
89,62,77
87,155,227
193,146,131
248,150,132
142,105,19
144,126,177
96,220,242
251,168,199
10,65,105
28,8,109
107,168,108
233,65,189
242,28,86
140,238,217
42,116,41
173,12,213
251,86,40
228,67,230
60,68,151
227,58,112
195,252,121
237,2,137
112,4,123
78,150,93
159,67,105
84,69,161
102,35,60
146,240,39
233,168,175
187,2,101
203,153,18
235,103,66
135,1,2
238,23,193
194,137,161
78,121,252
189,21,34
1,202,127
191,203,155
89,187,126
75,129,124
215,113,117
237,80,128
154,95,150
96,89,91
72,144,17
152,188,118
200,32,105
44,114,163
249,218,77
234,243,65
168,101,224
187,181,209
65,159,96
144,72,234
153,93,111
229,90,189
251,93,47
88,249,235
211,145,217
175,254,121
102,211,45
73,77,98
147,203,55
160,151,251
96,140,150
49,189,232
221,174,235
0,157,66
125,114,155
219,146,34
44,100,207
2,216,58
55,190,203
109,95,72
204,55,139
175,23,105
28,160,160
52,78,102
58,170,125
158,95,224
78,198,53
201,174,193
81,74,181
172,92,31
225,30,94
93,97,193
42,77,174
11,54,24
121,151,30
180,175,163
215,138,205
0,133,2
51,118,218
13,97,25
83,147,99
179,254,79
118,162,15
219,61,112
3,224,152
156,118,219
79,36,230
21,150,123
130,181,26
43,195,185
205,7,39
17,114,70
251,151,25
183,43,57
54,24,243
234,89,125
171,189,47
86,92,53
27,76,150
8,186,231
128,48,232
22,208,30
10,223,195
190,53,82
111,47,109
138,131,193
93,65,220
169,211,68
216,13,110
78,41,179
108,50,41
0,170,61
51,76,127
52,84,233
248,202,86
203,82,79
102,24,179
15,73,86
189,29,117
41,138,130
95,146,134
109,40,18
97,116,107
153,148,47
49,224,184
148,36,83
222,239,32
171,209,148
131,130,216
166,28,202
104,32,152
241,98,147
93,204,240
180,64,241
14,181,77
100,111,251
145,129,133
15,254,207
33,51,57
215,215,142
77,226,64
97,27,243
169,185,94
247,197,12
229,248,65
2,230,107
173,20,49
250,222,34
229,30,251
42,45,229
16,221,36
246,42,252
127,46,189
142,239,164
187,211,14
102,41,192
79,189,116
186,222,162
94,61,161
10,107,132
71,0,35
20,169,56
254,170,94
167,236,154
96,193,154
86,1,193
82,247,199
34,188,18
206,9,82
106,78,91
56,70,84
63,107,113
206,114,100
158,178,43
60,156,50
240,234,104
93,46,156
82,192,98
162,168,156
11,236,141
3,39,107
221,245,112
112,196,97
107,125,227
231,162,6
140,144,80
162,166,118
81,6,237
51,187,51
225,245,28
4,166,217
76,86,36
186,84,38
210,134,22
132,210,194
88,95,84
255,200,30
220,18,10
31,195,71
147,238,112
64,200,96
211,25,131
159,80,110
73,81,66
205,185,113
134,119,194
155,137,51
2,82,65
13,135,99
218,234,21
211,82,27
1,102,153
186,206,101
176,234,224
124,122,94
97,204,244
98,156,86
158,68,219
223,34,0
146,226,47
222,111,177
50,179,42
0,158,14
204,200,181
35,233,4
178,32,100
158,128,206
71,200,24
183,7,180
186,126,7
169,31,172
208,92,235
222,113,20
255,87,180
76,214,129
91,145,203
252,48,123
207,96,33
24,130,165
70,51,34
44,102,166
61,109,155
212,78,253
140,181,238
56,64,176
85,104,48
53,89,217
85,195,16
84,85,16
158,111,44
58,81,106
111,139,162
200,184,114
213,223,205
180,97,54
38,4,45
187,225,166
227,97,189
209,220,137
99,170,192
5,107,107
28,168,50
147,199,218
241,158,163
162,30,63
114,219,32
137,83,127
32,27,14
54,206,161
118,48,81
99,165,205
211,200,70
247,0,202
35,177,243
40,176,237
251,80,205
160,28,235
234,131,42
21,243,135
166,15,13
25,103,222
25,255,44
122,40,190
181,120,46
53,45,72
242,106,160
94,5,108
85,130,109
89,183,146
189,121,13
248,242,4
18,113,221
69,202,248
38,155,7
218,159,79
13,21,156
130,167,95
125,39,82
167,81,102
195,4,137
12,204,115
211,240,212
62,76,239
62,186,173
171,80,251
52,26,126
104,251,156
209,47,238
70,35,164
71,224,138
237,6,31
87,121,59
18,106,134
229,229,194
152,76,11
154,94,227
226,250,105
178,32,40
185,60,244
189,121,99
64,232,102
152,217,147
63,62,211
15,65,231
243,116,22
52,173,227
86,151,44
195,64,130
137,141,167
116,251,70
41,10,43
35,89,22
82,225,16
46,154,7
191,206,175
42,231,220
26,35,204
23,171,19
235,89,8
167,159,49
114,100,180
68,75,123
124,136,161
52,77,14
49,10,156
193,152,214
52,131,249
243,85,23
71,188,15
197,197,188
182,20,114
213,178,230
7,171,142
53,33,11
175,147,38
252,127,134
53,198,37
54,120,43
154,15,233
152,169,26
135,22,80
228,19,48
32,108,57
37,133,107
220,218,13
175,220,133
239,125,209
36,30,71
162,239,66
118,136,215
234,15,215
4,88,199
109,113,174
70,12,161
248,224,135
38,11,194
20,95,250
97,146,175
109,169,20
239,181,196
36,202,143
182,77,75
12,188,105
183,11,146
11,215,64
80,223,68
113,201,238
64,30,159
246,93,161
173,190,183
93,142,2
201,147,97
127,139,238
29,86,203
117,39,206
127,170,154
246,78,253
110,121,225
143,62,26
200,144,194
128,79,224
9,60,25
163,22,246
59,237,45
189,115,182
129,236,81
144,136,166
49,136,72
38,6,178
85,73,230
236,159,101
219,59,52
25,93,56
74,129,85
183,170,22
136,247,94
2,5,74
158,216,37
233,176,141
189,34,34
249,59,4
181,138,91
169,152,30
207,213,121
125,123,90
31,185,93
160,154,100
173,210,50
115,158,248
163,187,140
107,229,9
211,200,49
134,155,28
68,247,91
244,110,104
155,135,165
236,69,24
108,93,242
149,55,160
224,141,200
25,69,177
13,54,26
119,206,243
46,206,41
117,24,181
223,103,203
3,97,243
135,73,35
38,156,216
18,133,106
128,248,11
146,8,112
119,72,206
126,103,166
191,103,242
159,169,139
123,101,194
202,142,209
25,196,171
249,78,38
205,2,170
246,184,167
56,189,78
149,222,184
134,105,240
3,67,74
66,93,136
21,108,168
129,160,177
90,103,19
79,4,227
143,31,54
200,167,182
107,209,56
109,234,197
161,232,140
105,80,50
98,247,236
169,124,198
252,57,235
88,252,52
246,161,128
1,123,112
40,229,13
69,107,197
228,32,180
46,173,6
153,80,191
96,154,223
197,77,109
217,127,253
6,83,100
134,245,219
17,117,31
15,52,89
155,74,85
99,80,83
221,89,51
60,77,28
51,123,148
4,133,72
225,237,169
250,137,86
154,178,106
31,137,198
146,110,163
251,158,26
23,234,107
147,236,181
53,146,103
96,105,71
18,0,211
110,90,92
241,36,203
210,241,59
38,67,174
78,116,79
255,0,56
62,180,226
202,77,61
42,130,136
186,110,114
215,94,83
182,133,235
242,144,171
135,235,138
44,240,138
43,189,129
73,11,254
134,171,251
78,196,76
168,107,1
2,35,102
107,104,143
255,148,125
143,102,252
166,83,109
66,16,112
119,38,91
216,141,104
249,213,243
63,97,63
31,182,162
117,213,77
54,234,112
111,116,94
213,114,17
235,41,55
89,108,164
253,52,153
201,30,14
113,134,45
47,122,129
80,104,180
181,5,176
129,43,149
175,234,222
210,18,245
62,208,128
207,110,244
53,240,88
125,41,237
69,255,2
80,244,71
245,143,242
147,110,250
137,170,229
17,141,20
44,149,135
252,101,90
5,166,45
149,184,63
124,242,143
208,162,245
226,236,212
86,240,100
249,201,226
213,161,223
69,49,92
61,124,184
195,107,140
16,77,64
160,53,238
69,204,183
180,242,243
47,75,193
110,128,236
201,114,116
40,28,63
223,30,53
251,234,16
197,255,213
45,169,247
98,180,69
76,115,204
77,49,14
115,124,108
16,211,138
27,240,104
144,241,218
79,197,91
26,103,2
54,18,101
136,155,208
136,213,26
87,127,156
227,43,156
91,137,68
233,245,192
49,39,3
169,170,82
53,12,209
119,247,247
175,140,108
2,250,119
211,115,253
148,127,121
2,53,3
137,21,225
3,246,94
44,195,193
141,173,51
30,151,62
84,175,179
59,135,38
116,201,133
201,148,220
230,179,254
255,163,132
122,173,72
95,224,144
250,116,118
69,43,206
13,111,176
27,218,10
233,42,235
133,151,194
173,189,30
74,164,38
131,217,148
28,140,211
255,106,39
154,246,241
149,134,146
253,221,157
17,112,254
155,171,60
238,204,199
161,185,13
103,35,42
158,226,224
131,170,130
44,102,89
63,163,170
116,113,226
4,81,124
154,14,210
173,99,184
249,195,16
76,168,65
33,44,5
44,246,227
195,49,28
141,218,16
103,94,173
33,11,45
217,146,220
173,224,108
42,109,23
169,240,228
31,37,190
181,23,59
1,154,30
107,178,98
187,115,136
246,133,230
35,212,242
240,159,27
208,125,129
219,218,128
107,201,15
16,204,177
28,14,41
194,13,202
168,175,63
160,9,153
187,213,84
205,199,10
182,173,87
15,187,200
91,176,151
79,118,249
98,0,48
186,17,176
57,101,20
198,137,49
77,248,7
202,112,128
36,195,69
175,206,86
17,146,221
222,112,86
86,169,153
38,124,218
185,232,182
179,121,205
144,186,224
240,229,145
160,12,37
35,249,177
140,43,202
112,43,254
22,110,199
162,136,137
39,61,16
34,25,45
192,209,206
22,230,103
40,193,11
57,122,51
205,18,23
24,88,156
107,235,194
78,198,173
72,242,91
8,251,22
186,182,208
40,133,35
157,198,150
81,90,50
76,5,41
135,61,253
92,77,198
14,43,38
167,226,241
39,194,114
190,132,151
131,111,129
179,6,33
26,174,198
204,107,87
130,139,203
224,247,149
70,16,230
22,97,130
198,155,14
6,40,210
12,99,79
236,254,30
138,190,131
138,171,127
171,205,209
26,107,213
199,19,29
111,108,151
183,255,137
93,231,75
18,218,130
254,218,57
108,196,159
162,68,72
134,215,214
41,239,129
157,139,188
250,172,12
240,54,219
200,146,176
102,104,215
146,118,205
127,12,111
25,127,205
243,133,33
235,224,100
27,243,101
22,141,169
161,15,173
230,61,132
34,140,97
202,156,37
25,26,41
93,54,244
27,37,66
153,63,212
197,70,69
42,70,154
114,237,206
160,171,32
217,218,244
216,142,117
188,152,177
67,161,115
33,210,126
1,24,156
210,170,176
251,136,192
168,189,191
177,104,25
12,140,190
115,163,61
250,65,216
95,135,159
86,100,27
157,174,242
159,203,205
124,251,228
220,73,120
140,150,137
12,245,141
83,66,9
95,29,170
47,95,17
28,122,111
94,236,27
77,151,226
13,41,133
253,215,201
11,115,31
114,161,60
203,127,100
106,14,185
207,152,45
30,184,15
81,99,74
163,127,150
134,227,51
95,167,141
242,108,156
32,162,227
27,249,115
42,207,18
95,40,64
251,19,104
103,79,86
86,15,204
161,161,169
83,27,230
225,27,153
232,108,6
66,187,93
227,59,148
85,123,148
37,40,43
70,5,97
18,17,189
149,59,167
235,161,134
97,54,252
59,175,46
141,47,230
224,31,186
103,196,107
23,173,40
0,64,7
96,16,205
141,237,59
200,128,193
253,72,3
200,170,201
12,91,29
94,160,251
67,182,56
146,9,48
69,89,31
126,89,159
37,155,58
219,122,245
20,106,2
137,237,236
69,197,164
151,220,167
202,162,29
241,41,103
228,13,238
28,29,58
158,186,214
50,156,107
64,57,137
25,183,189
250,144,224
152,16,80
100,123,187
46,235,252
147,179,61
245,97,255
226,82,182
86,154,75
241,165,92
203,8,214
150,211,247
73,64,235
201,249,181
134,203,33
14,73,31
108,252,206
220,199,169
167,197,102
246,98,110
145,192,117
185,88,3
114,101,254
124,124,251
134,42,241
82,244,111
119,24,141
247,245,41
20,157,237
165,26,190
29,214,31
169,254,195
105,153,176
251,32,83
148,130,58
104,15,88
226,11,141
129,245,227
200,241,25
17,183,44
35,179,46
235,226,134
46,176,83
41,38,95
46,235,37
11,66,46
218,38,232
120,27,133
224,43,79
36,208,225
129,52,235
176,222,167
208,183,51
134,239,177
84,197,178
78,247,124
103,124,129
35,167,16
253,203,4
136,13,111
195,35,161
107,178,95
141,228,126
209,163,142
104,153,102
203,52,237
210,63,72
206,158,247
90,118,7
213,146,157
39,70,120
99,86,37
245,239,202
37,177,68
136,112,227
76,168,246
61,31,126
101,87,207
24,6,110
95,217,125
234,132,188
253,119,202
41,189,44
1,111,63
16,97,20
179,231,0
142,219,85
66,195,232
205,244,231
132,121,134
156,154,245
141,173,3
183,213,90
202,185,193
103,16,60
167,192,33
158,79,4
148,253,39
150,130,179
57,232,238
120,25,97
88,254,57
170,140,117
101,232,103
70,238,156
106,76,119
194,0,0
49,193,113
208,87,199
64,16,53
12,142,55
46,102,111
54,25,125
248,132,53
183,216,202
32,80,217
73,183,157
121,4,25
127,221,189
224,249,250
20,127,194
66,4,221
214,28,120
1,129,55
254,15,37
81,53,236
146,159,245
81,20,76
94,60,11
168,229,227
141,137,81
75,55,43
81,192,35
209,241,22
22,216,106
65,28,69
192,19,81
213,127,211
221,217,211
151,38,138
62,52,147
61,69,152
83,44,82
109,137,137
104,241,248
124,175,229
190,195,223
71,201,222
205,207,46
15,142,160
232,27,213
80,79,126
208,205,167
231,138,124
148,26,27
214,223,29
198,239,235
174,153,23
139,36,170
71,65,128
52,255,213
78,50,86
6,157,5
174,243,246
94,135,124
94,97,88
129,99,82
34,163,232
247,21,107
79,110,169
76,82,124
35,90,8
33,48,205
20,205,144
204,230,95
92,136,212
45,236,104
167,203,99
30,195,0
44,157,6
7,71,120
82,82,159
48,107,159
59,254,71
176,237,210
221,203,20
62,92,204
10,38,63
86,70,108
235,189,65
21,243,5
255,211,188
189,13,13
49,67,254
58,121,137
44,122,151
85,138,145
58,133,150
0,133,153
248,196,184
53,110,57
188,43,148
115,93,197
252,86,140
246,193,93
131,130,86
248,160,74
165,228,67
95,139,62
48,135,200
176,130,113
120,135,246
229,113,110
141,115,29
65,5,65
248,5,238
189,217,241
175,153,179
157,87,157
110,40,120
88,144,6
179,135,138
73,133,86
247,194,96
207,16,4
115,110,139
40,241,44
56,171,255
223,150,182
210,103,214
250,43,125
25,152,241
172,0,129
44,13,26
59,5,32
236,49,181
25,159,212
177,196,32
145,8,151
229,93,107
8,93,224
192,161,235
60,188,245
173,156,161
200,38,203
28,81,34
254,34,53
98,209,85
125,121,123
190,6,165
12,203,72
103,66,16
119,29,213
32,165,22
194,146,239
96,24,101
188,78,221
127,244,118
231,252,178
217,54,123
92,147,144
182,78,222
216,100,60
200,98,91
213,45,86
176,147,197
116,81,90
164,168,115
99,134,33
25,209,216
200,104,22
107,222,236
2,111,166
194,218,252
53,49,92
123,245,125
103,33,88
235,221,73
85,91,89
135,129,218
231,16,133
149,79,149
8,135,163
130,129,78
174,24,21
83,25,88
159,211,123
117,134,191
242,164,47
190,117,201
144,23,253
233,179,78
180,123,75
11,86,127
255,34,181
141,202,64
146,239,228
231,177,28
77,217,237
226,134,102
64,88,219
88,230,133
100,152,168
46,173,14
229,207,105
20,138,11
28,20,22
21,59,104
78,20,228
219,213,30
214,187,66
181,38,154
185,12,135
94,20,149
72,168,3
40,8,133
167,122,45
79,83,206
181,1,246
238,133,111
77,244,119
2,254,70
197,216,117
6,68,62
129,155,98
100,88,5
34,81,84
241,73,26
97,93,64
175,246,89
154,188,114
80,35,71
8,65,224
58,239,209
130,174,137
219,40,195
53,187,255
8,9,120
112,99,55
4,149,9
215,61,64
21,111,173
232,186,222
144,223,232
123,45,221
87,131,29
28,244,100
156,20,222
